loyalty_number,segment_name,churn_probability,risk_tier,recency_months,alltime_total_flights_sum,months_inactive,churned,action,channel,timing,goal,cost_usd,est_retention_lift,action_key,clv_proxy,est_roi
452976,Frequent Redeemers,0.1961983170558914,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4170.69,82.41
452985,At Risk Premium,0.9998251948470607,High Risk,17.0,10,17,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5007.22,1221.8
452994,Dormant Members,0.9535133203351216,High Risk,2.0,27,2,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,6627.15,1938.14
453032,Seasonal Travelers,0.08462895590997518,Low Risk,3.0,44,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2538.86,49.78
453034,Frequent Redeemers,0.0005366897830668626,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7238.5,143.77
453133,Seasonal Travelers,0.10556690183741829,Low Risk,3.0,48,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2549.08,49.98
453135,Seasonal Travelers,0.003291859565099703,Low Risk,1.0,49,1,1,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5453.71,108.07
453136,Seasonal Travelers,0.08564977034828175,Low Risk,1.0,49,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4037.5,79.75
453165,At Risk Premium,0.9990012016074858,High Risk,18.0,10,18,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4738.99,1154.75
453349,Seasonal Travelers,0.00034915966199416715,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3142.81,61.86
453408,Frequent Redeemers,0.007588007441373961,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2449.13,47.98
453448,Dormant Members,0.0016248212659190353,Low Risk,0.0,24,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8722.9,173.46
453466,Dormant Members,1.4557843415692926e-05,Low Risk,0.0,19,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8433.23,167.66
453494,Dormant Members,0.09333794137676499,Low Risk,3.0,25,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2354.32,46.09
453578,High Value Loyalists,1.4749577651166328e-05,Low Risk,0.0,6,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4015.4,79.31
453587,At Risk Premium,0.9999651813724535,High Risk,21.0,5,21,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,2383.73,565.93
453654,Frequent Redeemers,0.0038856419658147407,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4273.59,84.47
453719,Seasonal Travelers,0.0002894271124620152,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4860.58,96.21
453876,High Value Loyalists,0.004841999886220335,Low Risk,0.0,7,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2671.82,52.44
453887,Frequent Redeemers,0.7680451926948647,High Risk,5.0,34,5,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2918.58,345.23
453971,Dormant Members,0.00306217383719624,Low Risk,0.0,20,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2450.19,48.0
453972,Seasonal Travelers,0.02725920492329715,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2442.42,47.85
454022,Frequent Redeemers,0.04857165179614633,Low Risk,1.0,32,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8791.44,174.83
454041,Frequent Redeemers,0.6108157852954365,Medium Risk,3.0,33,3,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,3821.82,453.62
454073,Frequent Redeemers,0.0046342537664179105,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9277.47,184.55
454145,Dormant Members,0.03147046059217836,Low Risk,1.0,13,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7477.18,148.54
454223,High Value Loyalists,0.9999263618530174,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4146.41,1193.92
454327,Dormant Members,0.0006758245770585698,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3585.94,70.72
454356,High Value Loyalists,0.03512650964743372,Low Risk,2.0,9,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2707.21,53.14
454440,Frequent Redeemers,0.001972894459044346,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6238.05,123.76
454471,Frequent Redeemers,0.009822243261374404,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2451.75,48.04
454514,Dormant Members,0.0015046695035901938,Low Risk,1.0,27,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,19323.24,385.46
454543,Dormant Members,0.06842176999613281,Low Risk,1.0,27,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5956.55,118.13
454609,High Value Loyalists,0.011333718597519768,Low Risk,2.0,6,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3226.52,63.53
454628,Dormant Members,0.00041301465002539165,Low Risk,0.0,18,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10396.53,206.93
454630,Frequent Redeemers,0.31680351280511654,Low Risk,3.0,36,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4250.28,84.01
454632,Seasonal Travelers,0.0011538287122981879,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9031.21,179.62
454663,Seasonal Travelers,0.05324831283188915,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3644.83,71.9
454665,High Value Loyalists,0.9999800234349604,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8203.22,2410.97
454668,Frequent Redeemers,0.014374780599324613,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8427.17,167.54
454690,Dormant Members,0.2945188510256873,Low Risk,2.0,32,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2939.33,57.79
454718,Frequent Redeemers,0.001789256964821533,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2611.15,51.22
454720,Frequent Redeemers,0.001008309580347372,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8339.0,165.78
454750,Frequent Redeemers,0.01485464590762215,Low Risk,1.0,39,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2772.5,54.45
454880,Frequent Redeemers,6.836508854608283e-05,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2526.73,49.53
454985,Dormant Members,0.00018382670286517128,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10934.74,217.69
455023,Frequent Redeemers,0.014219854748071843,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6279.82,124.6
455068,Frequent Redeemers,0.0959210989259729,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8737.84,173.76
455234,At Risk Premium,0.9912604553510439,High Risk,12.0,8,12,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4502.67,1095.67
455287,High Value Loyalists,8.319295209621641e-05,Low Risk,1.0,4,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5021.69,99.43
455319,Seasonal Travelers,0.000700339831326926,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6555.36,130.11
455474,Seasonal Travelers,0.03206761465809384,Low Risk,2.0,45,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7427.5,147.55
455594,Seasonal Travelers,0.0731013015553087,Low Risk,0.0,56,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4754.45,94.09
455606,Frequent Redeemers,0.000275946545519029,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2590.65,50.81
455651,Seasonal Travelers,0.002744885579795336,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3554.85,70.1
455758,Dormant Members,0.992447634160625,High Risk,6.0,11,6,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,10357.51,3057.25
455866,Seasonal Travelers,0.07277903575418426,Low Risk,1.0,45,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5073.28,100.47
455892,Dormant Members,0.5384056805291665,Medium Risk,1.0,27,1,0,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,2393.92,568.48
455896,Frequent Redeemers,0.0055698194170370925,Low Risk,1.0,31,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2580.85,50.62
455937,Frequent Redeemers,0.0001291617945688518,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5681.31,112.63
455941,Frequent Redeemers,0.04646655439664476,Low Risk,1.0,43,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2231.79,43.64
455991,Frequent Redeemers,0.45717308021761144,Medium Risk,0.0,35,0,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,6225.02,742.0
456095,Frequent Redeemers,0.0018943351963379494,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9806.22,195.12
456117,Frequent Redeemers,0.016931726550063936,Low Risk,2.0,43,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2827.33,55.55
456128,Dormant Members,0.6697417909586661,Medium Risk,0.0,28,0,0,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,7462.93,1835.73
456140,Frequent Redeemers,0.24113494526077497,Low Risk,4.0,35,4,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7224.24,143.48
456167,Dormant Members,0.003724341917840294,Low Risk,0.0,28,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2790.23,54.8
456177,Frequent Redeemers,0.7870484439194545,High Risk,0.0,38,0,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7234.14,2120.24
456259,Seasonal Travelers,0.005911293294093546,Low Risk,1.0,50,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8044.51,159.89
456294,Seasonal Travelers,0.005448447193081426,Low Risk,0.0,53,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7804.6,155.09
456360,Frequent Redeemers,0.00029255591651736087,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8635.4,171.71
456367,Dormant Members,0.38031178691097794,Low Risk,0.0,22,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12663.99,252.28
456432,Seasonal Travelers,0.0009317732955557015,Low Risk,0.0,46,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4938.73,97.77
456433,Frequent Redeemers,0.04429685047115722,Low Risk,2.0,31,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3011.27,59.23
456436,Frequent Redeemers,0.0007909705768797443,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7229.33,143.59
456554,Frequent Redeemers,0.00010149104621858699,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4315.79,85.32
456613,Dormant Members,0.0003476807518784072,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2588.08,50.76
456614,High Value Loyalists,0.0006627351389070303,Low Risk,0.0,11,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8869.62,176.39
456632,Seasonal Travelers,0.00029815927174320925,Low Risk,1.0,46,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15808.76,315.18
456716,Seasonal Travelers,0.0017965867433451666,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4931.26,97.63
456752,High Value Loyalists,2.77689504005325e-05,Low Risk,0.0,6,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5119.9,101.4
456785,Frequent Redeemers,0.12115273480031707,Low Risk,1.0,37,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2497.81,48.96
456822,Dormant Members,0.09879694974786862,Low Risk,1.0,28,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2616.61,51.33
456839,Frequent Redeemers,0.00014889599550019922,Low Risk,0.0,29,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5894.91,116.9
456887,Frequent Redeemers,0.005420604091227976,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3508.57,69.17
456958,Frequent Redeemers,0.0009442199156662617,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,22721.24,453.42
457077,Frequent Redeemers,0.26161509484270085,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8818.05,175.36
457127,High Value Loyalists,0.9999625513549739,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,2531.59,709.48
